Route,Direction,Mean_Absolute_Error,Mean_Squared_Error,Root_Mean_Squared_Error,R2,MAE_Train,MPE
102,2,246.37612903985183,110479.36647276997,332.38436556608673,0.583396543722909,232.05289659642216,0.00478115910344463
17,2,335.99637344424605,208393.30130297082,456.5011514804435,0.7124397766264015,323.95799553410683,-0.009006472324290065
83,2,413.8335650382768,298613.3770729174,546.4552836901821,0.4820364050343058,420.78749577675933,-0.016440479159031237
79A,1,181.81253813454506,80797.38124634823,284.2488016621147,0.44393487101734863,169.66846113892885,0.0004723617757710008
15A,2,265.5673952535305,123952.18934106547,352.0684441143021,0.7323294927709625,268.73663825450456,-0.016938182360718704
14C,1,111.98106718435884,24625.571356768993,156.9253687482333,0.13162662701728656,107.53299639084672,0.005710346928776743
38B,2,502.50382681671965,425624.7928359049,652.3992587640677,0.2654377795700693,480.2069550138664,-0.016883743098150338
84,1,384.5703512665627,334341.3974739732,578.2226193033036,0.6223207214487472,320.3182196600771,-0.010885885959051265
184,1,194.59123591915005,136810.70060228693,369.8793054528557,0.39540239133138533,181.74087073842728,0.0009081784046656795
18,2,350.3097730156905,231737.3083904596,481.3910140316909,0.741229026070813,308.7295509310225,-0.005544584449284175
118,2,391.1090910520882,258331.8979722173,508.2636107102468,0.460678217321684,245.3664863074295,-0.009769604169054869
69,2,319.684790922961,183765.87812998073,428.67922521388965,0.6920056899394528,274.6236834746039,0.0016305782623300383
61,2,243.16079259274514,119158.20046875742,345.19299017905536,0.6569571632155184,225.80382730412128,-0.008034249255349285
161,2,139.56527123801195,33809.22454027358,183.87284883928237,0.7382677084071556,108.23502985141754,-0.041793350384856896
66B,2,306.9172720134402,182823.5891313962,427.57875196435594,0.5537199495263315,283.3678422519601,4.8097035951273544e-05
238,1,148.67604825348437,46053.27181938657,214.6002605296335,0.4561857594569263,142.0833021938124,-0.006025128179507791
76A,2,351.94632945045583,221136.06310216844,470.2510639032818,0.6087518597352685,373.9002391750395,-0.01010132884087918
27A,1,174.31467321201728,136234.3751935223,369.0994109904841,0.4604089692753669,163.90777441223207,-0.005206874561127559
66,1,326.8725099985527,219518.54464182616,468.52806174425257,0.6508543010165453,318.5924250496159,-0.007444161233114171
